gauge_id,station_name,river,latitude,longitude,altitude,area,country,source,vertical_datum
14029,Graiguenamanagh U/S,BARROW,52.54075444,-6.950884444,9.262,2762.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
14056,Millford Lock,CANAL,52.77818806,-6.963588889,39.971,3.46,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
14067,St. Mullins,BARROW ESTY,52.4854725,-6.92429,-1.564,0.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
14120,Chapel Street,POUND,53.119556,-7.337111,71.686,13.16,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
14121,Manor Road,POUND,53.115639,-7.338889,73.415,12.12,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
14122,Turf Market,DUISKE,52.540332,-6.95592,11.523,24.41,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
14123,Coolroe,DUISKE,52.5472,-6.9917,61.883,10.88,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
14124,Rathstewart,---,52.99423023,-6.98381777,52.511,,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
14125,Prusselstown,Moneen,53.008058,-6.96705399,56.157,27.26,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
15001,Annamult House,KINGS,52.54845833,-7.199625,22.118,443.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
15002,Johns Bridge (Nore),NORE,52.65339167,-7.250432778,41.478,1605.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
15003,Dinin Bridge,DININ,52.715345,-7.291780833,56.128,298.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
15004,McMahons Bridge,NORE,52.86702444,-7.379327222,73.835,491.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
15005,Durrow Foot Bridge,ERKINA,52.84706417,-7.397986667,74.36,379.5,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
15006,Brownsbarn,NORE,52.50076972,-7.091699722,4.516,2388.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
15007,Kilbricken,NORE,52.95925167,-7.461605556,84.639,339.76,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
15008,Borris-in-Ossory,NORE,52.94309056,-7.644112778,97.015,115.5,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
15009,Callan,KINGS,52.54510056,-7.388463056,60.318,201.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
15010,Ballyboodin Mills,GOUL,52.84692167,-7.4540025,76.177,159.06,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
15011,Mount Julliet,NORE,52.53125111,-7.189298889,18.508,2315.5,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
15050,Blackfriars Bridge,BREAGAGH [KILKENNY],52.654644,-7.258209,43.982,71.04,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
15104,Sycamores,NORE,52.66592,-7.256381944,41.655,1569.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
15105,Archers Grove,NORE,52.64154139,-7.217500556,37.514,1689.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
15107,Ballylarkin,Nuenna,52.735137,-7.41668299,82.409,35.34,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16001,Athlummon,DRISH,52.68610139,-7.739544167,105.316,140.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16002,Beakstown,SUIR,52.64883889,-7.864804167,85.913,512.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16003,Rathkennan,CLODIAGH,52.62930278,-7.924926389,72.187,246.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16004,Thurles,SUIR,52.67906389,-7.809622222,93.342,228.74,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16005,Aughnagross,MULTEEN,52.52349611,-8.014062778,67.824,87.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16006,Ballinaclogh,MULTEEN,52.51946889,-8.022296389,67.318,75.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16007,Killardry,AHERLOW,52.41727611,-7.975713611,44.72,273.35,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16008,New Bridge (Suir),SUIR,52.45946972,-7.997889722,52.244,1090.5,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16009,Cahir Park,SUIR,52.35767333,-7.922936944,35.1,1602.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16010,Anner,ANNER,52.381991,-7.62831999,17.496,422.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16011,Clonmel,SUIR,52.35152528,-7.694598056,14.257,2143.97,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16012,Tar Bridge,TAR,52.27300361,-7.842907222,27.462,228.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16013,Fourmilewater,NIRE,52.27379944,-7.756046111,31.238,91.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16051,Clobanna,ROSSESTOWN,52.71583139,-7.791764444,101.46,34.19,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16062,Carrick on Suir,SUIR ESTY,52.34410389,-7.410373611,-0.605,2775.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16073,Marlfield Reservoir,Marfield Lake,52.349257,-7.747831,29.839,18.72,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16115,Sheeps Br Weir,JOHN'S RIVER,52.224244,-7.127888,1.418,28.8,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16125,Piltown,PIL,52.34931667,-7.324866944,1.627,83.65,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16128,Tramore Rd Rdbt,JOHN'S RIVER,52.24692222,-7.119044444,3.091,41.71,Ireland,Office of Public Works (OPW) Ireland,Poolbeg
16129,Johns Bridge (Suir),JOHN'S RIVER,52.25630639,-7.110891944,2.807,51.24,Ireland,Office of Public Works (OPW) Ireland,Poolbeg
16136,Small Br Templemore,MALL,52.79265111,-7.837186944,111.050003051758,19.6,Ireland,Office of Public Works (OPW) Ireland,Poolbeg
16137,Newcastle,SUIR,52.27491472,-7.810274722,24.301,1941.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16139,Knocklofty,SUIR,52.33673361,-7.789266111,19.127,2105.5,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16146,Sandy Banks,SUIR,52.343133,-7.74194399,16.989,2121.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16147,Joyces Lane,SUIR,52.35155588,-7.70670506,17.112,2140.59,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16148,Workhouse Br,SUIR,52.34965744,-7.7168139,19.285,2139.69,Ireland,Office of Public Works (OPW) Ireland,Poolbeg
16155,Ardfinnan,SUIR,52.309754,-7.878913,28.383,1677.93,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16156,Templemore,MALL,52.796265,-7.84057999,108.578,19.3,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16157,Gleann Beag,Glen,52.271401,-7.81088799,28.186,8.1,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16158,Borrisoleigh,Cromoge,52.757323,-7.97084899,106.736,11.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16159,Grove,Clashawley,52.458936,-7.67035299,46.35,158.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
16160,Adelphi Quay,JOHN'S RIVER,52.25966639,-7.102433056,-2.74,3508.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
17061,Dunmore East,WATERFORD HARBOUR,52.14752333,-6.990828889,-2.727,0.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18001,Mogeely,BRIDE [Waterford],52.09955722,-8.064303333,8.478,335.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18002,Ballyduff,BLACKWATER [MUNSTER],52.14434472,-8.051951667,7.03,2338.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18003,Killavullen,BLACKWATER [MUNSTER],52.14919833,-8.515394444,33.519,1258.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18005,Downing Br,FUNSHION,52.16853417,-8.258959722,22.193,378.59,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18019,Fr. Murphys Br,GLEN,52.12074139,-8.889025278,86.853,73.12,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18024,Glenavuddig Br,FUNSHION,52.24857052,-8.405723056,52.958,248.89,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18053,Glandalane,BLACKWATER [MUNSTER],52.14981139,-8.220838333,17.856,2275.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18055,Mallow Railway Br,BLACKWATER [MUNSTER],52.13112457,-8.65671929,42.574,1178.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18056,Mallow Town Br U/S,BLACKWATER [MUNSTER],52.13234,-8.641607778,40.8,1178.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18057,Mallow Town Br D/S,BLACKWATER [MUNSTER],52.1322175,-8.641036667,40.76,1178.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18061,Youghal Quay,Youghal Harbour,51.957179,-7.847564,-3.268,0.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18102,Castletownroche Weir,AWBEG,52.17369972,-8.46025,37.297,344.92,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18105,Castlelands,BLACKWATER [MUNSTER],52.13470525,-8.62286074,39.638,1209.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18106,Fermoy Br u/s,BLACKWATER [MUNSTER],52.13856806,-8.276633611,21.201,1749.22,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18107,Fermoy Br D/S,BLACKWATER [MUNSTER],52.13955054,-8.27539831,19.2,1750.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18108,Araglin Br,ARAGLIN,52.16689528,-8.220864444,23.02,125.5,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18109,Lombardstown,BLACKWATER [MUNSTER],52.12261472,-8.783208889,52.808,970.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18110,Kilbrin Road,ALLOW,52.17898944,-8.904015556,79.133,123.47,Ireland,Office of Public Works (OPW) Ireland,Malin Head
18111,Church Street,DALUA,52.17876639,-8.910823333,80.754,139.77,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18112,Keale Br,BLACKWATER [MUNSTER],52.089673,-9.028653,85.293,322.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18113,Ahane Br,OWENTARAGLIN,52.09607583,-9.132805278,108.98,76.82,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18114,Clashmorgan,LYRE,52.08298722,-8.681001111,115.705,20.27,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18115,Jordans Bridge,CLYDAGH [Cork],52.07804806,-8.625178889,89.907,67.93,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18117,Fermoy Mill,BLACKWATER [MUNSTER],52.1397198,-8.27195591,18.213,1750.18,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18119,Ballydahin,BLACKWATER [MUNSTER],52.13139014,-8.65421144,42.413,1190.19,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18120,Nursetownbeg,LYRE,52.08298729,-8.68100108,115.771,20.2,Ireland,Office of Public Works (OPW) Ireland,Malin Head
18121,Shronebeha,Glen,52.11067662,-8.88891283,86.857,71.25,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18122,Gortageen,BLACKWATER [MUNSTER],52.08987999,-9.03031378,85.333,319.33,Ireland,Office of Public Works (OPW) Ireland,Malin Head
18123,Greenane,ALLOW,52.178811,-8.903866,79.142,123.47,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
18124,Fermoy U/S rowing,BLACKWATER [MUNSTER],52.138457,-8.27956099,21.187,1767.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19001,Ballea,OWENBOY,51.82208111,-8.4215625,8.548,106.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19044,Kilmona Bridge,MARTIN,51.98953389,-8.5885725,74.168,39.59,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19045,Gothic Bridge,BLARNEY,51.92805667,-8.558214444,27.861,22.4,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19054,Ballyvourney,Sullane,51.93931,-9.16104,116.823,71.59,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19055,Ballymakera,Sullane,51.934472,-9.146258,111.938,75.24,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19056,Ballincolly,Glen Tributary,51.92285,-8.45611,55.603,3.65,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19057,Glen Park,GLEN,51.91294,-8.45212,35.84,7.85,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19058,Blackpool Retail Park,Bride (Cork),51.91658,-8.47343,10.508,10.76,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19059,Glennamought Bridge,Glen Tributary,51.929203,-8.477429,40.65,17.41,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19068,Ballycotton,SEA,51.82818306,-8.001472778,-2.177,0.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19069,Ringaskiddy NMCI,SEA,51.83497,-8.30558,-2.87,0.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19094,Inniscarra Headrace,LEE,51.900141,-8.661891,0.0,786.52,Ireland,Office of Public Works (OPW) Ireland,Poolbeg
19095,Carrigadrohid Headrace,LEE,51.89700912,-8.86418388,0.0,617.15,Ireland,Office of Public Works (OPW) Ireland,Poolbeg
19100,Macroom WWTP,Sullane,51.905806,-8.946694,62.488,218.02,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19101,Macroom Town Bridge,Sullane,51.906031,-8.962501,64.668,211.01,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19102,Waterworks Weir,LEE,51.893989,-8.510053,2.0,1185.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19103,Ovens Bridge,Bride (Cork),51.880537,-8.654934,20.973,117.82,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19104,Morris's Bridge,Laney,51.92933,-8.93616,100.547,82.11,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19105,Muskerry,Shournagh,51.914717,-8.60186,16.168,209.13,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19106,Cooldaniel,LEE,51.85761,-9.02229,66.257,171.54,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19107,Dripsey Bridge,Dripsey,51.915989,-8.746053,46.401,82.17,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19108,Bawnafinny Bridge,BLARNEY,51.93005,-8.58539,24.234,88.5,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19109,Inniscarra Tailrace,LEE,51.89202,-8.63343,11.343,791.14,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19110,Cooleen Bridge,TOON,51.871,-9.07412,67.784,29.97,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19111,Killaclug,Foherish,51.911624,-9.02315,77.182,74.83,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19112,Coolmuckey Br,Bride (Cork),51.86084,-8.783723,42.847,70.21,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19113,County Hall,Curragheen,51.892643,-8.509638,0.886,47.62,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19114,Carrigrohane Bridge,Curragheen,51.889797,-8.540992,3.697,46.4,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19115,Killamucky,Kilta,51.929182,-8.05982899,16.079,21.09,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19116,Dungourney Bridge,Dungourney,51.967773,-8.09837799,65.374,21.3,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19117,Midleton Town Park,Dungourney,51.913101,-8.16597499,1.876,52.14,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19119,Lisgoold Bridge,Owennacurra,51.971604,-8.21581499,48.732,48.25,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19160,Currach Club,LEE,51.901606,-8.44391,-2.199,0.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19161,St. Patrick's Quay (East),LEE ESTY,51.900174,-8.46393,-4.804,0.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19162,Fitzgerald's Park,LEE,51.896472,-8.498278,0.151,1185.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19163,Pope's Quay,LEE ESTY,51.900999,-8.473513,-2.943,0.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19164,Mercy Hospital,LEE,51.90005,-8.48383,-2.954,0.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19165,Bailick Road U/S,Owennacurra,51.902392,-8.171446,-1.275,0.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19166,Bailick Road D/S,Owennacurra,51.899643,-8.170463,-2.004,0.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
19167,Tivoli Docks,LEE ESTY,51.902977,-8.40005099,-3.535,0.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
20001,Bandon,BANDON,51.74695444,-8.731538056,8.789,406.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
20002,Curranure,BANDON,51.76523222,-8.682671667,4.167,431.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
20008,Longbridge Dunmanway,BANDON,51.72469917,-9.097886944,56.46,104.1,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
20015,Ardcahan Bridge,BANDON,51.74913611,-9.097986667,70.295,97.08,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
20016,Bealaboy  Bridge,BANDON,51.70943583,-9.075758611,51.579,158.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
20019,Clonakilty,FEALGE,51.62263447,-8.89423527,3.067,21.2,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
20020,Skibbereen,Ilen,51.551701,-9.264979,-1.008,0.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
21018,Sneem D/S,Sneem,51.84175,-9.89931,6.242,58.77,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
21020,Bridge Street,Finnihy,51.88108,-9.58579,1.596,31.47,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
21021,Killowen,KEELNAGOWER,51.884792,-9.577407,5.327,2.75,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
21022,Orchard Grove,Finnihy,51.884092,-9.587665,5.37,27.79,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
21023,Bantry Library,MILL RIVER,51.678456,-9.44923499,7.938,2.63,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
21062,Kenmare Pier,SEA,51.87218,-9.58898,-2.125,0.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
21063,Bantry,SEA,51.678756,-9.46522599,-1.778,0.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
22003,Riverville,MAINE,52.19762111,-9.570731944,7.989,272.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
22005,Torc Weir,OWENGARRIFF,52.00097667,-9.506219722,123.812,8.03,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
22006,Flesk Bridge,FLESK(LAUNE),52.04803417,-9.497946944,21.153,325.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
22009,White Bridge,DEENAGH ( LAUNE),52.05492056,-9.527219167,20.504,35.4,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
22016,Old Weir Bridge,LONG RANGE,52.00743556,-9.549443333,17.442,122.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
22035,Laune Bridge,LAUNE,52.06154972,-9.617092222,16.119,559.7,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
22061,Castlemaine,MAINE ESTY,52.167595,-9.70277,-1.153,348.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
22071,Tomies Pier,L.    LEANE,52.05684333,-9.605025,17.174,557.7,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
22082,BVM Park,L.    LEANE,52.02336167,-9.506490556,17.276,0.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
23001,Inch Bridge (Galey),GALEY,52.46805194,-9.534399444,7.107,192.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
23002,Listowel,FEALE,52.44265528,-9.475689167,13.928,646.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
23012,Ballymullen,LEE (KERRY),52.26005944,-9.691574722,0.779,60.0,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
23030,Sleveen M/C,BRICK,52.43261611,-9.636918056,-0.965,175.09,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
23039,Sleveen Back Channel Rattoo Pump House,BRICK,52.438583,-9.636028,-1.657,175.09,Ireland,Office of Public Works (OPW) Ireland,Malin Head OSGM15
