gauge_id,station_name,river,REGIMEN_RIO,COD_SAIH,COD_DMA,COD_MASA_AGUA,FOTOGRAFIA,PLANO,SECCION,ORGANISMO_CUENCA_VISOR,COD_SITUACION_ESTACION,SITUACION_ESTACION,ESTADO,ANO_INICIO_MEDIDAS,ANO_FIN_MEDIDAS,COD_SAICA,COORD_UTMX_H30_ETRS89,COORD_UTMY_H30_ETRS89,altitude,CUENCA_RECEP,area,NUM_CUENCA,HOJA_1_50000,SISTEMA_EXPLO,ESCALA_RC,LONG_RC,ANCH_RC,CASETA_RC,PASARELA_RC,PROPIETARIO,SENSOR_1,TIPO_CASETA_RC,TIPO_ESC_RC,TIPO_ESTACION,TRANSM_1,VERTEDERO_RC,TIPO_VERT_RC,TERMINO_MUNICIPAL,PROVINCIA
2092,Salida embalse del Águeda,Águeda,Alterado,,ES020ESPF004300141,ES020MSPF000000606,FR2092.jpg,N.D.jpg,SR2092.jpg,C.H. DUERO,4,RÍO,ALTA,1915.0,,,204842,4493014,639.0,"836,4",2409.0,2370.0,Serradilla del Arroyo (526),Águeda,Sí,,,,,Estado,,,Exterior,-,,,,Ciudad - Rodrigo,Salamanca
2093,PUENTE PINO,Duero,-,,,ES020MSPF000000352,N.D.jpg,N.D.jpg,N.D.jpg,C.H. DUERO,4,RÍO,BAJA,1917.0,1995.0,,234351,4607674,557.0,63160,97620.0,2323.0,CARBAJALES DE ALBA (368),TORMES - ÁGUEDA,,,,,,,,,,-,,,,Fonfría,Zamora
2094,PUENTE RESBALA,Huebra,NATURAL,,,ES020MSPF000000513,N.D.jpg,N.D.jpg,N.D.jpg,C.H. DUERO,4,RÍO,BAJA,1961.0,2006.0,,194970,4544512,592.0,2348,2393.0,2354.0,LUMBRALES (475),TORMES - ÁGUEDA,,,,,,PARTICULAR,,,,-,,,,Cerralbo,Salamanca
2095,BRETÓ,Esla,ALTERADO,,,ES020MSPF000000298,FR2095.jpg,PR2095.jpg,N.D.jpg,C.H. DUERO,4,RÍO,BAJA,1930.0,2011.0,,270504,4639289,691.0,14263,16081.0,2318.0,VILLAFAFILA (308),ESLA - VALDERADUEY,,,,,,PARTICULAR,,,,-,,,,Bretó,Zamora
2096,VILLACHICA O SAN ANDRÉS,Duero,-,,,ES020MSPF000000400,N.D.jpg,N.D.jpg,N.D.jpg,C.H. DUERO,4,RÍO,BAJA,1930.0,1968.0,,293794,4597266,641.0,41856,97620.0,2247.0,TORO (370),PISUERGA - CARRIÓN - ARLANZA - DUERO INFERIOR,,,,,,,,,,-,,,,Toro,Zamora
2097,VALLADOLID-PISUERGA,Pisuerga,Alterado,,ES020ESPF004300028,ES020MSPF000000668,FR2097.jpg,PR2097.jpg,SR2097.jpg,C.H. DUERO,4,RÍO,ALTA,1969.0,,,355769,4613607,690.0,"15561,8",15828.0,2210.0,Valladolid (372),Pisuerga,Sí,,120,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,BLOQUE,Exterior,CAUCE NATURAL,,,,Valladolid,Valladolid
2098,VILLAMANÍN,Bernesga,Natural,,ES020ESPF004300774,ES020MSPF000000015,FR2098.jpg,PR2098.jpg,SR2098.jpg,C.H. DUERO,4,RÍO,ALTA,1997.0,,,283144,4757020,1125.0,"131,3",1174.0,2273.0,La Pola de Gordón (103),Esla-Valderaduey,Sí,,12,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Revestida,Exterior,Cauce Natural,,,,Villamanín,León
2099,MOZAR DE VALVERDE,Tera,Alterado,,,ES020MSPF000000050,FR2099.jpg,PR2099.jpg,SR2099.jpg,C.H. DUERO,4,RÍO,ALTA,1999.0,,,269306,4647089,695.0,"2356,4",2409.0,2315.0,Villafafila (308),Aliste-Tera,Sí,,50,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Revestida,Exterior,Cauce Natural,,,,Milles de la Polvorosa,Zamora
2100,SAN MAMÉS DE ZALIMA,Pisuerga,-,,,ES020MSPF000000057,N.D.jpg,N.D.jpg,N.D.jpg,C.H. DUERO,4,RÍO,BAJA,1929.0,1963.0,,388257,4743029,913.0,463,15828.0,2130.0,BARRUELO DE SANTULLÁN (107),PISUERGA - CARRIÓN - ARLANZA - DUERO INFERIOR,,,,,,,,,,-,,,,Salinas de Pisuerga,Palencia
2101,MOLINOS DE DUERO,Duero,Natural,,,ES020MSPF000000306,FR2101.jpg,PR2101.jpg,SR2101.jpg,C.H. DUERO,4,RÍO,ALTA,1912.0,,,517760,4637449,1100.0,"131,5",97620.0,2003.0,Vinuesa (317),Alto Duero,Sí,,15,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Bloque,Exterior,Cauce Natural,,,,Molinos de Duero,Soria
2102,SALIDA EMBALSE DE RIAÑO,Esla,Alterado,,ES020ESPF004300019,ES020MSPF000000822,FR2102.jpg,PR2102.jpg,SR2102.jpg,C.H. DUERO,4,RÍO,ALTA,1964.0,,,328605,4755564,1004.0,"612,8",16081.0,2262.0,Riaño (105),Esla-Valderaduey,Sí,,,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Revestida,Exterior,Vflat,,,,Crémenes,León
2103,CISTIERNA,Esla,Alterado,,ES020ESPF004300515,ES020MSPF000000822,FR2103.jpg,PR2103.jpg,SR2103.jpg,C.H. DUERO,4,RÍO,ALTA,1964.0,,,325842,4744529,948.0,"765,1",16081.0,2262.0,Cistierna (131),Esla-Valderaduey,Sí,,,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,1B 1P,Exterior,Cauce Natural,,,,Sabero,León
2104,VILLAVERDE DE ARCAYOS,Cea,Natural,,ES020ESPF004300779,ES020MSPF000000067,FR2104.jpg,PR2104.jpg,SR2104.jpg,C.H. DUERO,4,RÍO,ALTA,1964.0,,,332791,4719894,878.0,"468,1",1997.0,2281.0,Almanza (163),Esla-Valderaduey,Sí,,,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Prefabricada,Exterior,Sección hormigonada,,,,Almanza,León
2105,SANTERVÁS DE CAMPOS,Valderaduey,Natural,,,ES020MSPF000000118,FR2105.jpg,PR2105.jpg,SR2105.jpg,C.H. DUERO,4,RÍO,ALTA,2000.0,,,326951,4675856,756.0,"279,1",3558.0,2248.0,Villada (234),Esla-Valderaduey,Sí,,,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Bloque,Exterior,Cauce Natural,,,,Santervás de Campos,Valladolid
2106,Salida embalse de Requejada,Pisuerga,Alterado,,ES020ESPF004300174,ES020MSPF000000057,FR2106.jpg,N.D.jpg,SR2106.jpg,C.H. DUERO,4,RÍO,ALTA,1930.0,,,375489,4750756,1026.0,"252,6",15828.0,2126.0,Camporredondo de Alba (106),Pisuerga,Sí,,,,,Estado,,,Exterior,-,,,,Cervera de Pisuerga,Palencia
2107,SALIDA EMBALSE DE CERVERA,Rivera,Alterado,,ES020ESPF004300158,ES020MSPF000000055,FR2107.jpg,PR2107.jpg,SR2107.jpg,C.H. DUERO,4,RÍO,ALTA,1933.0,,,375366,4747059,1027.0,54,90.0,2129.0,Camporredondo de Alba (106),Pisuerga,Sí,,20,Sí,Sí,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Revestida,Exterior,Encauzamiento con Canal de Aguas Bajas,,,,Cervera de Pisuerga,Palencia
2108,SAL. EMBALSE CAMPORREDONDO,Carrión,Alterado,,ES020ESPF004300152,ES020MSPF000000052,FR2108.jpg,PR2108.jpg,SR2108.jpg,C.H. DUERO,4,RÍO,ALTA,1930.0,,,357562,4750654,1228.0,"230,3",3407.0,2195.0,Camporredondo de Alba (106),Carrión,Sí,,25,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Revestida,Exterior,Azud en Cauce Natural,,Sí,,Velilla del Río Carrión,Palencia
2109,SALIDA EMBALSE DE ARLANZÓN,Arlanzón,Alterado,,ES020ESPF004300188,ES020MSPF000000205,FR2109.jpg,PR2109.jpg,SR2109.jpg,C.H. DUERO,4,RÍO,ALTA,1913.0,,,471998,4679774,1107.0,"107,1",2659.0,2170.0,Pradoluengo (239),Arlanza,Sí,,"17,5",Sí,Sí,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Revestida,Exterior,Encauzamiento con Canal de Aguas Bajas,,Sí,,Villasur de Herreros,Burgos
2110,SAN MIGUEL DE BERNUY,Duratón,-,,,ES020MSPF000000434,N.D.jpg,N.D.jpg,N.D.jpg,C.H. DUERO,4,RÍO,BAJA,1912.0,1995.0,,420281,4583233,821.0,1100,1450.0,2110.0,OLOMBRADA (402),ALTO DUERO - RIAZA - ADAJA - CEGA,,,,,,,,,,-,,,,San Miguel de Bernuy,Segovia
2111,VILLOMAR,Esla,Alterado,,,ES020MSPF000000038,FR2111.jpg,PR2111.jpg,SR2111.jpg,C.H. DUERO,4,RÍO,ALTA,1988.0,,,304954,4709856,804.0,"1348,3",16081.0,2262.0,Gradefes (162),Esla-Valderaduey,Sí,,40,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Bloque,Exterior,Encauzamiento con Canal de Aguas Bajas,,,,Mansilla de las Mulas,León
2112,SECOS DE PORMA,Porma,Alterado,,ES020ESPF004300302,ES020MSPF000000829,FR2112.jpg,PR2112.jpg,SR2112.jpg,C.H. DUERO,4,RÍO,ALTA,1988.0,,,302696,4719324,820.0,"950,5",1143.0,2267.0,Gradefes (162),Esla-Valderaduey,Sí,,35,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Bloque,Exterior,Cauce Natural,,,,Vegas del Condado,León
2113,STA. EULALIA DE RIONEGRO,Negro,Natural,,ES020ESPF004300605,ES020MSPF000000211,FR2113.jpg,PR2113.jpg,SR2113.jpg,C.H. DUERO,4,RÍO,ALTA,2001.0,,,229566,4658963,820.0,"376,7",424.0,2314.0,Molezuelas de la Carballeda (268),Aliste-Tera,Sí,,,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Bloque,Exterior,Cauce Natural,,,,Rionegro del Puente,Zamora
2114,COCA-VOLTOYA,Voltoya,,,ES020ESPF004300287,ES020MSPF000000828,FR2114.jpg,PR2114.jpg,SR2114.jpg,C.H. DUERO,4,RÍO,ALTA,2002.0,,,371587,4563247,751.0,1022,1074.0,2228.0,Olmedo (428),Cega-Eresma-Adaja,Sí,,,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Bloque,Exterior,Cauce Natural,,,,Coca,Segovia
2115,LEÓN,Bernesga,Natural,,ES020ESPF004300250,ES020MSPF000000656_001,FR2115.jpg,PR2115.jpg,SR2115.jpg,C.H. DUERO,4,RÍO,ALTA,2002.0,,,288448,4718917,823.0,"538,9",1174.0,2275.0,León (161),Esla-Valderaduey,Sí,,30,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,REVESTIDA,Exterior,CAUCE NATURAL,,,,León,León
2116,CELADA DEL CAMINO,Arlanzón,Alterado,,ES020ESPF004300030,ES020MSPF000000117,FR2116.jpg,PR2116.jpg,SR2116.jpg,C.H. DUERO,4,RÍO,ALTA,1977.0,,,423452,4678533,805.0,1690,2659.0,2188.0,Castrogeriz (237),Arlanza,Sí,,25,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Bloque,Exterior,Cauce Natural,,,,Estépar,Burgos
2117,VALENCIA DE DON JUAN,Esla,ALTERADO,,ES020ESPF004300031,ES020MSPF000000818,N.D.jpg,PR2117.jpg,SR2117.jpg,C.H. DUERO,4,RÍO,BAJA,1975.0,2009.0,,291880,4684953,740.0,4246,16081.0,2280.0,VILLAMAÑÁN (232),ESLA - VALDERADUEY,,,,,,PARTICULAR,,,,CAUCE NATURAL,,,,Valencia de Don Juan,León
2119,LEÓN (ALIJA DE LA RIBERA),Bernesga,Natural,,ES020ESPF004300033,ES020MSPF000000656_001,FR2119.jpg,N.D.jpg,SR2119.jpg,C.H. DUERO,4,RÍO,ALTA,2015.0,,,291637,4710945,794.0,1136,,,León (161),ESLA - VALDERADUEY,Sí,,,Sí,,Estado,,,,Tramo encauzado con sección aguas bajas,,,,Alija de la Ribera,León
2120,SALVATIERRA,Alhandiga,-,,,ES020MSPF000000592,N.D.jpg,N.D.jpg,N.D.jpg,C.H. DUERO,4,RÍO,BAJA,1964.0,1995.0,,275586,4505343,845.0,118,294.0,2331.0,LAS VEGUILLAS (503),TORMES - ÁGUEDA,,,,,,,,,,-,,,,Salvatierra de Tormes,Salamanca
2121,ZAMORA,Duero,Alterado,,ES020ESPF004300078,ES020MSPF000000397,FR2121.jpg,PR2121.jpg,SR2121.jpg,C.H. DUERO,4,RÍO,ALTA,2002.0,,,272809,4599163,628.0,"46225,8",97620.0,2259.0,Coreses (369),Bajo Duero,Sí,,,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,PREFABRICADA,Exterior,CAUCE NATURAL,,,,Zamora,Zamora
2122,Sal. Embalse Barrios de Luna,Luna,Alterado,,ES020ESPF004300148,ES020MSPF000000074,FR2122.jpg,N.D.jpg,SR2122.jpg,C.H. DUERO,4,RÍO,ALTA,1940.0,,,265387,4746632,1030.0,"492,2",755.0,2285.0,Los Barrios de Luna (102),Órbigo,Sí,,,,,Estado,,,Exterior,-,,,,Los Barrios de Luna,León
2123,BARBADILLO DEL PEZ,Pedroso,Natural,,ES020ESPF004300051,ES020MSPF000000227,FR2123.jpg,PR2123.jpg,SR2123.jpg,C.H. DUERO,4,RÍO,ALTA,2005.0,,,480970,4661739,1038.0,"239,3",301.0,2164.0,Salas de los Infantes (277),Arlanza,Sí,,,,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Arqueta,Exterior,Cauce Natural,,,,Barbadillo del Pez,Burgos
2124,MEDINA DE RIOSECO,Sequillo,Natural,,ES020ESPF004300230,ES020MSPF000000123,FR2124.jpg,PR2124.jpg,SR2124.jpg,C.H. DUERO,4,RÍO,ALTA,1972.0,,,330860,4639292,730.0,"848,4",1486.0,2255.0,Medina de Rioseco (310),Carrión,Sí,,,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Revestida,Exterior,Cauce Natural,,,,Medina de Rioseco,Valladolid
2125,SOTOPALACIOS,Ubierna,NATURAL,,,ES020MSPF000000812,FR2125.jpg,PR2125.jpg,SR2125.jpg,C.H. DUERO,4,RÍO,BAJA,1974.0,2013.0,,443848,4697000,850.0,281,350.0,2179.0,BURGOS (200),PISUERGA - CARRIÓN - ARLANZA - DUERO INFERIOR,Sí,,10,Sí,,ESTADO,BOYA Y CONTRAPESO / LIMNIGRAFO,BLOQUE,EXTERIOR,CAUCE NATURAL,,,,Quintanilla - Vivar,Burgos
2126,VILLÁRDIGA,Valderaduey,Natural,,,ES020MSPF000000122,FR2126.jpg,PR2126.jpg,SR2126.jpg,C.H. DUERO,4,RÍO,ALTA,1977.0,,,292335,4627518,672.0,"1337,7",3558.0,2250.0,San Pedro de Latarce (341),Esla-Valderaduey,Sí,,,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Bloque,Exterior,Encauzamiento con Azud Vertedero,,Sí,,Cañizo,Zamora
2127,TARAZONA DE GUAREÑA,Mazores,-,,,ES020MSPF000000460,N.D.jpg,N.D.jpg,N.D.jpg,C.H. DUERO,4,RÍO,BAJA,1976.0,1992.0,,309884,4556734,760.0,315,352.0,2245.0,CANTALPINO (453),PISUERGA - CARRIÓN - ARLANZA - DUERO INFERIOR,,,,,,,,,,-,,,,Cantalapiedra,Salamanca
2128,VADILLO DE LA GUAREÑA,Guareña,-,,,12412,N.D.jpg,N.D.jpg,N.D.jpg,C.H. DUERO,4,RÍO,BAJA,1976.0,1992.0,,303096,4572898,710.0,866,1063.0,2246.0,FUENTESAUCO (426),PISUERGA - CARRIÓN - ARLANZA - DUERO INFERIOR,,,,,,,,,,-,,,,Vadillo de la Guareña,Zamora
2129,TORO-GUAREÑA,Guareña,Alterado,,,ES020MSPF000000463,FR2129.jpg,PR2129.jpg,SR2129.jpg,C.H. DUERO,4,RÍO,ALTA,1976.0,,,300691,4595763,649.0,"1080,5",1063.0,2246.0,Castronuño (398),Bajo Duero,Sí,,,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Bloque,Exterior,Cauce Natural,,,,Toro,Zamora
2130,PEÑAFIEL,Duratón,-,,,ES020MSPF000000407,N.D.jpg,N.D.jpg,N.D.jpg,C.H. DUERO,4,RÍO,BAJA,1976.0,1995.0,,406366,4604243,739.0,1450,1450.0,2110.0,PEÑAFIEL (374),ALTO DUERO - RIAZA - ADAJA - CEGA,,,,,,,,,,-,,,,Peñafiel,Valladolid
2131,VILLAESCUSA DE LAS TORRES,Camesa,Natural,,,ES020MSPF000000084,FR2131.jpg,PR2131.jpg,SR2131.jpg,C.H. DUERO,4,RÍO,ALTA,2008.0,,,397885,4735266,883.0,"370,6",381.0,2133.0,Prádanos de Ojeda (133),Pisuerga,Sí,,,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Prefabricada,Exterior,Cauce Natural,,,,Pomar de Valdivia,Palencia
2132,QUINTANILLA DE ONÉSIMO,Duero,Alterado,,ES020ESPF004300035,ES020MSPF000000344,FR2132.jpg,PR2132.jpg,SR2132.jpg,C.H. DUERO,4,RÍO,ALTA,1976.0,,,386589,4609419,721.0,"12219,9",97620.0,2111.0,Quintanilla de Onesimo (373),Riaza-Duratón,Sí,,80,,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Arq.rev,Exterior,Cauce Natural,,,,Quintanilla de Onésimo,Valladolid
2133,HERRERA DE PISUERGA,Pisuerga,Alterado,,,ES020MSPF000000090,FR2133.jpg,PR2133.jpg,SR2133.jpg,C.H. DUERO,4,RÍO,ALTA,1988.0,,,392850,4712906,826.0,"1493,2",15828.0,2138.0,Herrera de Pisuerga (165),Pisuerga,Sí,,30,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Revestida,Exterior,Cauce Natural,,,,Herrera de Pisuerga,Palencia
2134,GUARDO,Carrión,Alterado,,ES020ESPF004300036,ES020MSPF000000149,FR2134.jpg,PR2134.jpg,SR2134.jpg,C.H. DUERO,4,RÍO,ALTA,1929.0,,,348745,4741095,1090.0,"404,1",3407.0,2197.0,Guardo (132),Carrión,Sí,,35,,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,Armario,Exterior,Cauce Natural,,,,Guardo,Palencia
2135,EMISARIO DE LA NAVA,Valdeginate,-,,ES020ESPF004300290,ES020MSPF000000250,FR2135.jpg,PR2135.jpg,SR2135.jpg,C.H. DUERO,4,RÍO,ALTA,2007.0,,,369249,4654599,740.0,"886,2",946.0,2204.0,Palencia (273),Carrión,Sí,,,Sí,,Estado,LIMNIGRAFO NEUMÁTICO,PREFABRICADA,Exterior,-,,,,Grijota,Palencia
2136,VILLALLANO,Lucio,-,,ES020ESPF004300319,ES020MSPF000000084,FR2136.jpg,PR2136.jpg,SR2136.jpg,C.H. DUERO,4,RÍO,ALTA,2007.0,,,399064,4735569,892.0,"98,8",101.0,2132.0,PRÁDANOS DE OJEDA (133),Pisuerga,Sí,,,Sí,,Estado,LMNIGRAFO FLOTADOR,PREFABRICADA,Exterior,-,,,,Pomar de Valdivia,Palencia
2137,CIUDAD RODRIGO,Águeda,-,,ES020ESPF004300084,ES020MSPF000000522,FR2137.jpg,PR2137.jpg,SR2137.jpg,C.H. DUERO,4,RÍO,ALTA,2007.0,,,198487,4500879,610.0,"1087,9",2409.0,2370.0,CIUDAD RODRIGO (525),Águeda,Sí,,,,,Estado,,,Exterior,CAUCE NATURAL,,,,Ciudad Rodrigo,Salamanca
2138,CASTRO DE LA LOMBA,Omaña,-,,ES020ESPF004300311,ES020MSPF000000060,FR2138.jpg,PR2138.jpg,SR2138.jpg,C.H. DUERO,4,RÍO,ALTA,2007.0,,,258102,4739311,1015.0,"275,6",516.0,2290.0,RIELLO (128),Órbigo,Sí,,,Sí,Sí,Estado,,PREFABRICADA,Exterior,-,,,,Riello,León
2139,BURGOS-ARLANZÓN,Arlanzón,NATURAL,,ES020ESPF004300526,ES020MSPF000000657,FR2139.jpg,N.D.jpg,SR2139.jpg,C.H. DUERO,4,RÍO,ALTA,2010.0,,,439282,4688697,852.0,"678,5",,,Burgos (200),Arlanza,Sí,,,Sí,,Estado,,,Exterior,CAUCE NATURAL,,,,Burgos,Burgos
2140,SALIDA EMBALSE DE SANTA TERESA,Tormes,-,,ES020ESPF004300112,ES020MSPF000000568,FR2140.jpg,PR2140.jpg,SR2140.jpg,C.H. DUERO,4,RÍO,ALTA,2010.0,,,281185,4510037,827.0,"1853,8",,,LAS VEGUILLAS (503),Tormes,Sí,,,,,Estado,,,Exterior,-,,,,Pelayos,Salamanca
2141,PINILLA DE LOS MOROS,Pedroso,Natural,,,ES020MSPF000000227,FR2141.jpg,N.D.jpg,SR2141.jpg,C.H. DUERO,4,RÍO,ALTA,2010.0,,,472885,4657046,965.0,"286,8",,,Salas de los Infantes (277),Arlanza,Sí,,,,,Estado,,,Exterior,Cauce Natural,,,,Pinilla de los Moros,Burgos
2142,VILLABÁÑEZ,Jaramiel,-,,,ES020MSPF000000362,N.D.jpg,N.D.jpg,N.D.jpg,C.H. DUERO,4,RÍO,BAJA,1989.0,1992.0,,372647,4609883,738.0,28,,2999.0,VALLADOLID (372),ALTO DUERO - RIAZA - ADAJA - CEGA,,,,,,,,,,-,,,,Villabáñez,Valladolid
2143,CASTROBOL,Cea,ALTERADO,,,ES020MSPF000000194,FR2143.jpg,PR2143.jpg,SR2143.jpg,C.H. DUERO,4,RÍO,BAJA,1976.0,2013.0,,312454,4671182,743.0,1546,1997.0,2283.0,VALDERAS (271),ESLA - VALDERADUEY,Sí,,,Sí,,ESTADO,BOYA Y CONTRAPESO / LIMNIGRAFO,BLOQUE,EXTERIOR,CAUCE NATURAL,,,,Mayorga,Valladolid
2144,CERNADILLA ( EMBALSE ),Tera,ALTERADO,,,ES020MSPF000000200,N.D.jpg,PR2144.jpg,N.D.jpg,C.H. DUERO,4,RÍO,BAJA,1975.0,2009.0,,199374,4662235,895.0,410,2409.0,2313.0,PUEBLA DE SANABRIA (267),ESLA - VALDERADUEY,,,,,,PARTICULAR,,,,-,,,,Puebla de Sanabria,Zamora
2145,MANGANESES DE LA POLVOROSA,Órbigo,-,,ES020ESPF004300037,ES020MSPF000000049,FR2145.jpg,N.D.jpg,SR2145.jpg,C.H. DUERO,4,RÍO,ALTA,1975.0,,,273164,4657658,719.0,4823,5039.0,2309.0,Benavente (270),Órbigo,Sí,,,,,Estado,,,Exterior,-,,,,Villabrazaro,Zamora
2146,LAS OMAÑAS,Omaña,Natural,,,ES020MSPF000000064,FR2146.jpg,N.D.jpg,SR2146.jpg,C.H. DUERO,4,RÍO,BAJA,2010.0,2013.0,,264750,4729088,939.0,501,516.0,2290.0,Riello (128),Esla - Valderaduey,Sí,,,,,,,,Exterior,Cauce Natural,,,,Las Omañas,León
2147,AMBASAGUAS,Curueño,Natural,,,ES020MSPF000000824,FR2147.jpg,N.D.jpg,SR2147.jpg,C.H. DUERO,4,RÍO,ALTA,2010.0,,,305306,4731243,880.0,"284,9",296.0,2266.0,Vegas del Condado (130),Esla-Valderaduey,Sí,,,,,Estado,,,Exterior,Cauce Natural,,,,Santa Colomba de Curueño,León
2148,VILLAGODIO - 2,Valderaduey,NATURAL,,,ES020MSPF000000127,FR2148.jpg,PR2148.jpg,SR2148.jpg,C.H. DUERO,4,RÍO,BAJA,1988.0,2012.0,,274871,4601798,630.0,3546,3558.0,2258.0,CORESES (369),PISUERGA - CARRIÓN - ARLANZA - DUERO INFERIOR,Sí,,,Sí,,ESTADO,BOYA Y CONTRAPESO / LIMNIGRAFO,BLOQUE,EXTERIOR,CAUCE NATURAL,,,,Zamora,Zamora
2149,FRESNO-ALHÁNDIGA,Alhándiga,NATURAL,,,ES020MSPF000000592,FR2149.jpg,PR2149.jpg,SR2149.jpg,C.H. DUERO,4,RÍO,BAJA,1988.0,2013.0,,279901,4509633,826.0,255,294.0,2331.0,LAS VEGUILLAS (503),TORMES - ÁGUEDA,Sí,,,,,ESTADO,BOYA Y CONTRAPESO / LIMNIGRAFO,ARQUETA,EXTERIOR,ENCAUZAMIENTO SIN CANAL DE AGUAS BAJAS,,,,Fresno - Alhándiga,Salamanca
2150,PARDAVÉ,Torío,NATURAL,,ES020ESPF004300087,ES020MSPF000000034,FR2150.jpg,PR2150.jpg,SR2150.jpg,C.H. DUERO,4,RÍO,ALTA,2000.0,,,294993,4744271,968.0,"225,3",482.0,2276.0,La Pola de Gordón (103),Esla-Valderaduey,Sí,,20,Sí,,Estado,BOYA Y CONTRAPESO / LIMNIGRAFO,BLOQUE,Exterior,AZUD EN CAUCE NATURAL,,Sí,,Matallana,León
2151,CRÉMENES,Dueñas,,,ES020ESPF004300555,ES020MSPF000000051,FR2151.jpg,N.D.jpg,N.D.jpg,C.H. DUERO,4,RÍO,ALTA,2011.0,,,327436,4755157,1006.0,"48,2",,,Riaño (105),Esla-Valderaduey,Sí,,,,,Estado,,,Exterior,CAUCE NATURAL,,,,Crémenes,León
2152,LA ROBLA ( C. TÉRMICA),,-,,,ES020MSPF000000811,N.D.jpg,N.D.jpg,N.D.jpg,C.H. DUERO,4,RÍO,BAJA,1989.0,1996.0,,284661,4742599,940.0,343,1174.0,2275.0,LA ROBLA (129),ESLA - VALDERADUEY,,,,,,,,,,-,,,,La Robla,León
2153,LA FUENTONA,Abión,,,,ES020MSPF000000333,FR2153.jpg,N.D.jpg,N.D.jpg,C.H. DUERO,4,RÍO,ALTA,2013.0,,,511842,4619857,1020.0,31,,,Fuentearmegil (348),Alto Duero,Sí,,,Sí,,Estado,Flotador y Limnígrafo,,Exterior,Cauce Natural,,,,Cabrejas del Pinar,Soria
2154,UCERO,Ucero,,,ES020ESPF004300204,ES020MSPF000000330,FR2154.jpg,N.D.jpg,N.D.jpg,C.H. DUERO,4,RÍO,ALTA,2013.0,,,495809,4618354,956.0,"368,2",,,Fuentearmegil (348),Alto Duero,Sí,,,Sí,,Estado,Sonda,,Exterior,Cauce Natural,,,,Ucero,Soria
2155,Vegalatrave,Aliste,Natural,,,,FR2155.jpg,N.D.jpg,SR2155.jpg,C.H. DUERO,4,RÍO,ALTA,2014.0,,,240420,4621210,695.0,"493,6",,,Moreruela de Tábara (339),Aliste-Tera,Sí,,,,,,,,Exterior,,,,,Vegalatrave,Zamora
2156,SAN FELIX DE LA VEGA,Tuerto,,,,ES020MSPF000000105,FR2156.jpg,N.D.jpg,N.D.jpg,C.H. DUERO,4,RÍO,ALTA,2010.0,,,257016,4698412,804.0,"780,2",1383.0,2300.0,Astorga (193),Órbigo,Sí,,,Sí,,Estado,,,Exterior,Encauzamiento con Canal de Aguas Bajas,,Sí,,Riego de la Vega,León
2157,Remolina,Remolina,Natural,,,,FR2157.jpg,N.D.jpg,N.D.jpg,C.H. DUERO,4,RÍO,ALTA,2015.0,,,330273,4754699,1047.0,"14,1",,,Riaño (105),Esla-Valderaduey,Sí,,,,,,,,Exterior,,,,,Cremenes,León
2158,Arévalo,Adaja,Alterado,,,,FR2158.jpg,N.D.jpg,SR2155.jpg,C.H. DUERO,4,RÍO,ALTA,2014.0,,,356715,4543740,808.0,"1246,4",,,Arévalo (455),Cega-Eresma-Adaja,Sí,,,,,,,,Exterior,,,,,Arévalo,Ávila
2159,Quintanadueñas,Ubierna,Natural,,,,FR2159.jpg,N.D.jpg,SR2155.jpg,C.H. DUERO,4,RÍO,ALTA,2014.0,,,440036,4693124,839.0,"327,9",,,Burgos (200),Arlanza,Sí,,,,,,,,Exterior,,,,,Alfoz de Quintanadueñas,Burgos
