gauge_id,gauge_name,river,longitude,latitude,area
7006,Torwinny,Lossie,-3.44684,57.52198,20.0
7007,Monaughty,Black Burn,-3.41616,57.60558,44.0
7008,Balnafoich,Nairn,-4.18825,57.38787,128.1
7009,Wardend Bridge,Mosset Burn,-3.60834,57.58239,28.3
7010,Brodie,Muckle Burn,-3.70888,57.59245,80.68
7011,Pluscarden Abbey,Black Burn,-3.43317,57.59946,36.37
7012,Ballachraggan,Lossie,-3.45157,57.52824,31.6
8001,Aberlour,Spey,-3.20598,57.48022,2654.7
8002,Kinrara,Spey,-3.85127,57.151,1011.7
8003,Ruthven Bridge,Spey,-4.0485,57.07065,533.8
8004,Delnashaugh,Avon,-3.35705,57.39985,542.8
8005,Boat of Garten,Spey,-3.74703,57.25139,1267.8
8006,Boat o Brig,Spey,-3.14039,57.55104,2861.2
8007,Invertruim,Spey,-4.16449,57.04017,400.4
8008,Tromie Bridge,Tromie,-3.99864,57.07172,130.3
8009,Balnaan Bridge,Dulnain,-3.69912,57.30196,272.2
8010,Grantown,Spey,-3.60767,57.32133,1748.8
8011,Minmore,Livet,-3.32822,57.34451,104.0
8013,Feshie Bridge,Feshie,-3.90108,57.1189,231.0
8015,Auchindoun,Fiddich,-3.07628,57.44526,44.5
8016,Auchriachan,Conglass Water,-3.36828,57.2553,40.8
8017,Dailuaine,Burn of Carron,-3.27366,57.45775,15.2
8018,Tomintoul,Avon,-3.39092,57.2407,185.0
8021,Forest Lodge,Nethy,-3.62084,57.2244,38.8
9001,Avochie,Deveron,-2.78238,57.50565,441.6
9002,Muiresk,Deveron,-2.49353,57.53767,954.9
9003,Grange,Isla,-2.84778,57.5428,176.1
9004,Redcraig,Bogie,-2.80202,57.42476,179.0
9005,Cabrach,Allt Deveron,-3.03457,57.34816,67.0
9006,Cullen,Deskford Burn,-2.83323,57.68712,46.5
9007,Inverkeithny,Forgue Burn,-2.62397,57.51134,88.3
9008,Scotsmill,Burn of Boyne,-2.6597,57.67377,53.0
9009,Turriff,Idoch Water,-2.46141,57.53371,95.0
9010,Huntly,Deveron,-2.80756,57.45499,225.49
10001,Ardlethen,Ythan,-2.1274,57.36861,448.1
10002,Inverugie,Ugie,-1.83279,57.52669,325.0
10003,Ellon,Ythan,-2.09002,57.36377,523.0
11001,Parkhill,Don,-2.18759,57.21832,1273.0
11002,Haughton,Don,-2.40496,57.27135,787.0
11003,Bridge of Alford,Don,-2.71712,57.2423,499.0
11004,Pitcaple,Urie,-2.46487,57.32352,198.0
11005,Mill of Newe,Don,-3.04372,57.19497,187.0
11006,Culfork,Don,-3.11016,57.18022,103.4
12001,Woodend,Dee,-2.60357,57.05013,1370.0
12002,Park,Dee,-2.33583,57.07542,1844.0
12003,Polhollick,Dee,-3.08318,57.05515,690.0
12004,Littlemill,Girnock Burn,-3.11829,57.04544,30.3
12005,Invermuick,Muick,-3.04931,57.03952,110.0
12006,Invergairn,Gairn,-3.06954,57.05993,150.0
12007,Mar Lodge,Dee,-3.4862,56.98804,289.0
12008,Heugh Head,Feugh,-2.51716,57.02525,229.0
12009,Charr,Water of Dye,-2.6194,56.94085,41.7
13001,Inverbervie,Bervie,-2.28612,56.85144,123.0
13002,Luther Bridge,Luther Water,-2.55997,56.79369,138.0
13003,Stannochy Bridge,South Esk,-2.68193,56.72239,487.0
13004,Prosen Bridge,Prosen Water,-2.98876,56.7147,104.0
13005,Kirkton Mill,Lunan Water,-2.56458,56.63545,124.0
13007,Logie Mill,North Esk,-2.49337,56.76688,732.0
13008,Brechin,South Esk,-2.6559,56.72692,488.0
13009,Dalhouse Bridge,West Water,-2.67048,56.80217,127.2
13010,Arbroath,Brothock Water,-2.58817,56.56723,50.0
13012,Gella Bridge,South Esk,-3.02793,56.77536,130.64
13017,Colliston,Colliston Burn,-2.63784,56.61001,8.4
14001,Kemback,Eden,-2.94844,56.3309,307.4
14002,Balmossie Mill,Dighty Water,-2.85167,56.48175,126.9
14005,St Michaels,Motray Water,-2.90811,56.39037,60.0
14006,Panbride,Monikie Burn,-2.69387,56.51502,16.0
14007,Craigmill,Craigmill Burn,-2.69047,56.51242,29.0
14009,Strathmiglo,Eden,-3.25308,56.27758,26.0
14010,Kilmany,Motray Water,-2.99414,56.38297,33.0
15001,Forter,Isla,-3.33163,56.76677,70.7
15002,Newton,Newton Burn,-3.26004,56.72978,15.4
15003,Caputh,Tay,-3.49294,56.5392,3210.0
15004,Loch of Lintrathen,Inzion,-3.17706,56.68926,24.7
15005,Loch of Lintrathen,Melgan,-3.18519,56.68829,40.9
15006,Ballathie,Tay,-3.38696,56.51441,4587.1
15007,Pitnacree,Tay,-3.7569,56.66007,1149.4
15008,Cookston,Dean Water,-3.0763,56.61879,177.1
15010,Wester Cardean,Isla,-3.15123,56.6059,366.5
15011,Comrie Bridge,Lyon,-3.98086,56.61423,391.1
15012,Pitlochry,Tummel,-3.72079,56.69657,1670.0
15013,Almondbank,Almond,-3.5136,56.41528,174.8
15014,Kindrogan,Ardle,-3.54493,56.74927,103.0
15015,Newton Bridge,Almond,-3.79923,56.46115,84.0
15016,Kenmore,Tay,-3.98506,56.59639,600.9
15017,Ballinloan,Braan,-3.66198,56.54587,197.0
15018,Moar,Lyon,-4.38775,56.57218,161.4
15021,Mill Bank,Lunan Burn,-3.33368,56.54503,94.0
15023,Hermitage,Braan,-3.6072,56.56098,210.0
15024,Killin,Dochart,-4.33188,56.45816,239.0
15025,Craighall,Ericht,-3.34718,56.60906,432.0
15027,Loakmill,Garry Burn,-3.50409,56.48846,20.0
15028,Luncarty,Ordie Burn,-3.47764,56.46394,54.0
15029,Pitcrocknie,Alyth Burn,-3.21214,56.62199,32.0
15030,Dean Bridge,Dean Water,-3.15307,56.59888,230.0
15032,Jackstone,Ordie Burn,-3.51223,56.48608,20.0
15034,Killiecrankie,Garry,-3.7991,56.75025,745.0
15035,Kinloch Rannoch,Tummel,-4.18347,56.70105,647.0
15038,Bridge of Gaur,Gaur,-4.45522,56.68019,247.0
15039,Marble Lodge,Tilt,-3.81654,56.82242,165.0
15041,Camusvrachan,Lyon,-4.2502,56.60039,237.0
15046,Loakmill,Garry Burn,-3.50876,56.49161,22.25
16001,Kinkell Bridge,Earn,-3.72699,56.33019,590.5
16002,Aberuchill,Earn,-4.01915,56.37078,176.9
16003,Cultybraggan,Ruchill Water,-4.00144,56.35973,99.5
16004,Forteviot Bridge,Earn,-3.54836,56.3476,782.2
16007,Aberuthven,Ruthven Water,-3.65869,56.31968,50.0
17001,Headswood,Carron,-3.87546,56.015,122.3
17002,Leven,Leven,-3.01856,56.19333,424.0
17003,Bonnybridge,Bonny Water,-3.88699,56.00182,50.5
17004,Balfour Mains,Ore,-3.08157,56.18473,162.0
17005,Polmonthill,Avon,-3.682,55.99837,195.3
17008,Kinross,South Queich,-3.42294,56.19854,33.6
17012,Castlecary,Red Burn,-3.94405,55.97974,22.0
17015,Lathro,North Queich,-3.42872,56.22132,23.1
17016,Whinnyhall,Lochty Burn,-3.25743,56.17287,14.0
17018,Damleys Cottage,Greens Burn,-3.36163,56.22129,10.5
18001,Kinbuck,Allan Water,-3.94953,56.22556,161.0
18002,Glenochil,Devon,-3.8393,56.14365,181.0
18003,Bridge of Teith,Teith,-4.05557,56.18573,517.7
18005,Bridge of Allan,Allan Water,-3.95637,56.15902,210.0
18007,Fossoway Bridge,Devon,-3.5943,56.19852,69.5
18008,Anie,Leny,-4.28541,56.25788,192.41
18010,Gargunnock,Forth,-4.07057,56.13266,397.0
18011,Craigforth,Forth,-3.97022,56.1361,1036.0
18013,Fauld Mill,Black Devon,-3.74867,56.11141,56.2
18014,Bannockburn,Bannock Burn,-3.91182,56.09528,23.7
18015,Loch Venachar,Eas Gobhain,-4.25687,56.23426,202.0
18016,Clashmore,Kelty Water,-4.47068,56.13878,2.7
18017,Balquhidder,Monachyle Burn,-4.47093,56.37463,7.7
18018,Balquhidder,Kirkton Burn,-4.37811,56.36656,6.85
18019,Comer,Comer Burn,-4.60128,56.20275,0.9
18020,Duchray,Loch Ard Burn,-4.46811,56.1565,0.85
18021,Elrig,Loch Ard Burn,-4.46563,56.1568,1.45
18022,Milton,Avon Dhu,-4.41258,56.18112,44.5
18023,Upper Monachyle,Monachyle Burn,-4.464,56.39274,2.24
19001,Craigiehall,Almond,-3.33853,55.96313,369.0
19002,Almond Weir,Almond,-3.59356,55.86887,43.8
19003,Breich Weir,Breich Water,-3.57762,55.85763,51.8
19004,Dalmore Weir,North Esk,-3.19591,55.8419,81.6
19005,Almondell,Almond,-3.46302,55.90182,229.0
19006,Murrayfield,Water of Leith,-3.23779,55.94563,107.0
19007,Musselburgh,Esk,-3.06091,55.93942,330.0
19008,Prestonholm,South Esk,-3.07985,55.84936,112.0
19009,Cobbinshaw,Bog Burn,-3.55667,55.81566,8.5
19010,Liberton,Braid Burn,-3.16579,55.92458,16.2
19011,Dalkeith Palace,North Esk,-3.06945,55.89667,137.0
19012,Colinton,Water of Leith,-3.26214,55.90576,72.0
19014,Newliston,Brox Burn,-3.42022,55.94296,34.1
19017,Turnhouse,Gogar Burn,-3.34512,55.94529,38.8
19020,Whitburn,Almond,-3.68294,55.87157,30.3
19021,Cowbridge,South Esk,-3.05955,55.89857,156.0
20001,East Linton,Tyne,-2.6572,55.9825,307.0
20002,Luffness,West Peffer Burn,-2.82189,56.02022,26.2
20003,Spilmersford,Tyne,-2.8715,55.91003,161.0
20004,Lochhouses,East Peffer Burn,-2.62742,56.03292,31.1
20005,Saltoun Hall,Birns Water,-2.87039,55.90846,93.0
20006,Belton House,Biel Water,-2.57095,55.98303,51.8
20007,Lennoxlove,Gifford Water,-2.7842,55.93585,64.0
21001,Fruid,Fruid Water,-3.44417,55.4698,23.7
21002,Hungry Snout,Whiteadder Water,-2.53998,55.8617,45.6
21003,Peebles,Tweed,-3.18025,55.64801,694.0
21005,Lyne Ford,Tweed,-3.26315,55.64475,373.0
21006,Boleside,Tweed,-2.7977,55.59142,1500.0
21007,Lindean,Ettrick Water,-2.81754,55.57469,499.0
21008,Ormiston Mill,Teviot,-2.47336,55.54513,1110.0
21009,Norham,Tweed,-2.16337,55.72269,4390.0
21010,Dryburgh,Tweed,-2.65472,55.58069,2080.0
21011,Philiphaugh,Yarrow Water,-2.89034,55.5397,231.0
21012,Hawick,Teviot,-2.75646,55.43437,323.0
21013,Galashiels,Gala Water,-2.82846,55.62716,207.0
21014,Kingledores,Tweed,-3.41395,55.54241,139.0
21015,Earlston,Leader Water,-2.69291,55.6408,239.0
21016,Eyemouth Mill,Eye Water,-2.09448,55.86523,119.0
21017,Brockhoperig,Ettrick Water,-3.21106,55.40628,37.5
21018,Lyne Station,Lyne Water,-3.25765,55.64738,175.0
21019,Cademuir,Manor Water,-3.24481,55.61929,61.6
21020,Gordon Arms,Yarrow Water,-3.09561,55.51167,155.0
21021,Sprouston,Tweed,-2.39482,55.61161,3330.0
21022,Hutton Castle,Whiteadder Water,-2.1917,55.78828,503.0
21023,Coldstream,Leet Water,-2.25612,55.65014,113.0
21024,Jedburgh,Jed Water,-2.54606,55.4849,139.0
21025,Ancrum,Ale Water,-2.58084,55.51228,174.0
21026,Deephope,Tima Water,-3.14162,55.41198,31.0
21027,Mouth Bridge,Blackadder Water,-2.27947,55.77027,159.0
21028,Menzion Farm,Menzion Burn,-3.4388,55.49592,5.7
21029,Glenbreck,Tweed,-3.48404,55.47831,34.0
21030,Henderland,Megget Water,-3.21839,55.49564,56.2
21031,Etal,Till,-2.12059,55.64954,648.0
21032,Kirknewton,Glen,-2.13084,55.57285,198.9
21034,Craig Douglas,Yarrow Water,-3.12652,55.50857,116.0
21035,Heaton Mill,Till,-2.16057,55.67499,655.74
21036,Abbey St Bathans,Whiteadder Water,-2.38745,55.8533,216.85
22001,Morwick,Coquet,-1.63201,55.33357,569.8
22002,Bygate,Coquet,-2.20759,55.3689,59.5
22003,Shillmoor,Usway Burn,-2.18036,55.36331,21.4
22004,Hawkhill,Aln,-1.66831,55.40958,205.0
22006,Hartford Bridge,Blyth,-1.6207,55.11383,269.4
22007,Mitford,Wansbeck,-1.7275,55.16612,287.3
22008,Clennell,Alwin,-2.11982,55.35066,27.7
22009,Rothbury,Coquet,-1.89591,55.30845,346.0
23001,Bywell,Tyne,-1.9413,54.94994,2175.6
23002,Eddys Bridge,Derwent,-1.93756,54.8519,118.0
23003,Reaverhill,North Tyne,-2.14938,55.05348,1007.5
23004,Haydon Bridge,South Tyne,-2.22563,54.97644,751.1
23005,Tarset,North Tyne,-2.35244,55.169,284.9
23006,Featherstone,South Tyne,-2.5133,54.94315,321.9
23007,Rowlands Gill,Derwent,-1.73921,54.91727,242.1
23008,Rede Bridge,Rede,-2.20804,55.14309,343.8
23009,Alston,South Tyne,-2.44431,54.81281,118.5
23010,Greenhaugh,Tarset Burn,-2.33256,55.1848,96.0
23011,Kielder,Kielder Burn,-2.56081,55.24503,58.8
23012,Wide Eals,East Allen,-2.31027,54.91926,88.0
23013,Hindley Wrae,West Allen,-2.32793,54.91869,75.1
23014,Kielder temporary,North Tyne,-2.58176,55.23432,27.0
23015,Barrasford,North Tyne,-2.12047,55.04335,1043.8
23016,Crag Hall,Ouse Burn,-1.60431,55.00186,55.0
23017,Team Valley,Team,-1.61206,54.92032,61.9
23018,Woolsington,Ouse Burn,-1.69813,55.02292,9.0
23022,Uglydub,North Tyne,-2.45282,55.18161,241.5
23033,Otterburn,Rede,-2.21544,55.2436,180.63
24001,Sunderland Bridge,Wear,-1.58967,54.73389,657.8
24002,Bishop Auckland,Gaunless,-1.6697,54.67092,93.0
24003,Stanhope,Wear,-2.0269,54.74632,171.9
24004,Bedburn,Bedburn Beck,-1.81851,54.68464,74.9
24005,Burnhall,Browney,-1.59916,54.74249,178.5
24006,Eastgate,Rookhope Burn,-2.0748,54.74669,36.5
24007,Lanchester,Browney,-1.74472,54.81046,44.6
24008,Witton Park,Wear,-1.73357,54.67288,455.0
24009,Chester le Street,Wear,-1.56066,54.85503,1008.3
24011,Burnhope Reservoir,Wear,-2.22549,54.75013,20.5
25001,Darlington Broken Scar,Tees,-1.60106,54.51837,818.4
25002,Dent Bank,Tees,-2.10795,54.6288,217.3
25003,Moor House,Trout Beck,-2.37727,54.69606,11.4
25004,Darlington South Park,Skerne,-1.56289,54.511,250.1
25005,Leven Bridge,Leven,-1.31542,54.50203,196.3
25006,Rutherford Bridge,Greta,-1.94961,54.50519,86.1
25007,Croft,Clow Beck,-1.56645,54.48558,78.2
25008,Barnard Castle,Tees,-1.92991,54.54501,509.2
25009,Low Moor,Tees,-1.43897,54.48898,1264.0
25011,Langdon,Langdon Beck,-2.23078,54.67308,13.0
25012,Harwood,Harwood Beck,-2.23446,54.67309,25.1
25018,Middleton in Teesdale,Tees,-2.08079,54.62029,242.1
25019,Easby,Leven,-1.09939,54.47018,14.8
25020,Preston le Skerne,Skerne,-1.54929,54.60835,147.0
25021,Bradbury,Skerne,-1.50841,54.65055,70.1
25022,Balderhead Reservoir,Balder,-2.10821,54.55899,20.4
25023,Cow Green Reservoir,Tees,-2.28989,54.654,58.2
25029,Foxton Bridge,Leven,-1.29856,54.47775,183.6
25808,Moor House,Burnt Hill,-2.38627,54.69322,0.05
25809,Moor House,Bog Hill,-2.35365,54.68883,0.05
25810,Moor House,Sike Hill,-2.35524,54.69332,0.04
26001,Wansford Bridge,West Beck,-0.37869,53.9891,192.0
26003,Foston Mill,Foston Beck,-0.33401,53.9783,57.2
26004,Bridlington,Gypsey Race,-0.2197,54.09049,253.8
26005,Boynton,Gypsey Race,-0.2633,54.09315,240.0
26006,Little Driffield,Elmswell Beck,-0.46196,54.00415,136.0
26007,Withernwick,Catchwater,-0.22159,53.84575,15.5
26008,North Cave,Mires Beck,-0.65111,53.77342,41.9
26009,Snakeholme Lock,West Beck,-0.37475,53.98535,242.2
26010,Snakeholme Lock,Driffield Canal,-0.37475,53.98535,24.66
26011,Wholsea Grange,Market Weighton Canal,-0.71913,53.79903,43.3
26012,Holme House Farm,Foulness,-0.81686,53.82592,70.2
26013,Driffield,Driffield Trout Stream,-0.44801,53.99072,53.33
26014,Driffield,Water Forlornes,-0.44043,54.01059,32.4
26015,Wansford Bridge,Driffield Canal,-0.37825,53.98989,49.39
26016,Kirby Grindalythe,Gypsey Race,-0.61922,54.09547,15.85
26017,South Newbald,Ings Beck,-0.61988,53.81338,14.2
27001,Hunsingore Weir,Nidd,-1.34898,53.97123,484.3
27002,Wetherby Flint Mill,Wharfe,-1.35871,53.92023,758.9
27003,Beal,Aire,-1.19766,53.72296,1932.1
27004,Newlands,Calder,-1.44868,53.69614,899.0
27005,Gouthwaite Reservoir,Nidd,-1.78557,54.11035,113.7
27006,Sheffield Hadfields,Don,-1.41576,53.41396,373.0
27007,Westwick,Ure,-1.45714,54.09809,914.6
27009,Skelton,Ouse,-1.13448,53.99128,3315.0
27010,Bransdale Weir,Hodge Beck,-1.03708,54.34131,18.9
27011,Lindley Wood Reservoir,Washburn,-1.66705,53.93514,87.3
27012,High Greenwood,Hebden Water,-2.04245,53.77443,36.0
27013,More Hall Reservoir,Ewden Beck,-1.56623,53.45727,26.4
27014,Little Habton,Rye,-0.86298,54.1843,679.0
27015,Stamford Bridge,Derwent,-0.91609,53.9918,1634.3
27016,Underbank Reservoir,Little Don,-1.62017,53.48891,38.6
27017,Damflask Reservoir,Loxley,-1.5699,53.41138,43.5
27018,Ryburn Reservoir,Ryburn,-1.96479,53.66511,10.7
27019,Booth Wood Mill,Booth Dean Clough,-1.95156,53.6459,15.9
27020,Scout Dike Resevoir,Scout Dike Stream,-1.64538,53.53842,15.2
27021,Doncaster,Don,-1.14193,53.52934,1256.2
27022,Rotherham Forge Island,Don,-1.35908,53.42998,826.0
27023,Barnsley Weir,Dearne,-1.47353,53.56097,118.9
27024,Richmond,Swale,-1.77598,54.40084,381.0
27025,Woodhouse Mill,Rother,-1.35205,53.36685,352.2
27026,Whittington,Rother,-1.41166,53.26576,165.0
27027,Ilkley,Wharfe,-1.83063,53.92927,443.0
27028,Armley,Aire,-1.57549,53.80173,691.5
27029,Elland,Calder,-1.81317,53.69399,341.9
27030,Adwick,Dearne,-1.28251,53.51272,310.8
27031,Colne Bridge,Colne,-1.73822,53.67547,245.0
27032,Hebden,Hebden Beck,-1.96358,54.07422,22.17
27033,Scarborough,Sea Cut,-0.42311,54.30192,33.2
27034,Kilgram Bridge,Ure,-1.70881,54.26921,510.2
27035,Kildwick Bridge,Aire,-1.98465,53.90731,282.3
27038,Gatehouses,Costa Beck,-0.81373,54.24244,7.8
27040,Staveley,Doe Lea,-1.33742,53.26655,67.9
27041,Buttercrambe,Derwent,-0.88562,54.01924,1586.0
27042,Kirkby Mills,Dove,-0.91971,54.26062,59.2
27043,Addingham,Wharfe,-1.86216,53.93972,427.0
27044,Sandhills Bridge,Blackfoss Beck,-0.89778,53.91761,47.0
27047,Low Houses,Snaizeholme Beck,-2.25791,54.28998,10.2
27048,West Ayton,Derwent,-0.484,54.25103,127.0
27049,Ness,Rye,-0.93697,54.20382,238.7
27051,Burn Bridge,Crimple,-1.56884,53.96223,8.1
27052,Sheepbridge,Whitting,-1.43713,53.2686,50.2
27053,Birstwith,Nidd,-1.65019,54.03831,217.6
27054,Cherry Farm,Hodge Beck,-1.00029,54.30376,37.1
27055,Broadway Foot,Rye,-1.1413,54.28785,131.7
27056,Ings Bridge,Pickering Beck,-0.78808,54.22718,68.6
27057,Normanby,Seven,-0.87276,54.2298,121.6
27058,Crook House Farm,Riccal,-0.9872,54.22056,57.6
27059,Ripon Laver Weir,Laver,-1.53787,54.1335,87.5
27060,Newton On Ouse,Kyle,-1.22298,54.03612,167.6
27061,Longroyd Bridge,Colne,-1.7951,53.64133,72.3
27062,Skip Bridge,Nidd,-1.26549,53.99851,516.0
27063,Grimwith Reservoir,Dibb,-1.91321,54.07128,25.5
27064,Walden Stubbs,Went,-1.16862,53.64041,83.7
27065,Huddersfield Queens Mill,Holme,-1.78627,53.63811,97.4
27066,Ashlowes,Blackburn Brook,-1.41049,53.41754,42.8
27067,Highfield Road,Sheaf,-1.46406,53.37298,49.1
27068,Ripponden,Ryburn,-1.94779,53.66691,33.0
27069,Kirby Wiske,Wiske,-1.42471,54.25357,215.5
27071,Crakehill,Swale,-1.35069,54.15412,1363.0
27072,Keighley,Worth,-1.90464,53.86397,71.7
27073,Snainton Ings,Brompton Beck,-0.56618,54.20237,12.9
27074,Northorpe,Spen Beck,-1.66116,53.68518,46.3
27075,Leeming,Bedale Beck,-1.5309,54.30693,160.3
27076,Thornton Lock,Bielby Beck,-0.84417,53.89047,103.1
27077,Shipley,Bradford Beck,-1.7717,53.83329,58.0
27079,Methley,Calder,-1.38269,53.72607,930.0
27080,Oulton Lemonroyd,Aire,-1.42267,53.7485,865.0
27081,Oulton Farrer Lane,Oulton Beck,-1.4488,53.74802,25.1
27082,Bat Bridge,Cundall Beck,-1.35968,54.14606,23.5
27083,Huntington,Foss,-1.06768,53.98147,118.0
27084,Crosshills,Eastburn Beck,-1.97051,53.90353,43.35
27085,Dalton Bridge,Cod Beck,-1.35489,54.18348,209.34
27086,Ripon Alma Weir,Skell,-1.51834,54.13342,119.5
27087,Low Marishes,Derwent,-0.72517,54.18567,457.5
27088,Mytholmroyd,Calder,-1.9839,53.73084,141.87
27089,Tadcaster,Wharfe,-1.27561,53.89092,818.0
27090,Catterick Bridge,Swale,-1.65321,54.38882,499.4
27091,Blackstones,Crimple,-1.38969,53.97112,76.8
27092,Briggswath,Esk,-0.65449,54.46211,325.4
27093,Nunnington,Riccal,-0.96977,54.2159,40.23
27094,Romanby Viewly Bridge,Wiske,-1.46195,54.32332,158.21
27095,Pickering,Pickering Beck,-0.77897,54.24585,66.2
27096,Netherside Hall,Wharfe,-2.02349,54.08065,215.18
27097,Bingley,Aire,-1.84285,53.85125,464.78
27098,Dewsbury,Calder,-1.63441,53.68882,697.0
27099,Malton A64 Road Bridge,Derwent,-0.75835,54.14732,1360.1
28001,Yorkshire Bridge,Derwent,-1.70379,53.36232,126.0
28002,Hamstall Ridware,Blithe,-1.84003,52.77002,163.0
28003,Water Orton,Tame,-1.75177,52.52076,408.0
28005,Elford,Tame,-1.74548,52.69191,1475.0
28006,Great Haywood,Trent,-2.01093,52.80536,325.0
28007,Shardlow,Trent,-1.33597,52.86527,4400.0
28008,Rocester Weir,Dove,-1.83414,52.95429,399.0
28009,Colwick,Trent,-1.07846,52.95344,7486.0
28011,Matlock Bath,Derwent,-1.55914,53.12375,690.0
28012,Yoxall,Trent,-1.8057,52.75693,1229.0
28014,Milford,Sow,-2.03792,52.79133,591.0
28015,Mattersey,Idle,-0.9636,53.39801,529.0
28016,Serlby Park,Ryton,-1.0374,53.40024,231.0
28017,Cotham,Devon,-0.82745,53.0209,284.0
28018,Marston on Dove,Dove,-1.64888,52.85653,883.2
28019,Drakelow Park,Trent,-1.64697,52.78057,3072.0
28020,Rocester,Churnet,-1.84801,52.94739,236.0
28021,Draycott,Derwent,-1.34376,52.89075,1175.0
28022,North Muskham,Trent,-0.79921,53.13614,8231.0
28023,Ashford,Wye,-1.72811,53.22386,154.0
28024,Syston Mill,Wreake,-1.09107,52.70632,413.8
28025,Ratcliffe Culey,Sence,-1.52786,52.59335,169.4
28026,Polesworth,Anker,-1.61319,52.62719,368.0
28027,Sandiacre,Erewash,-1.28377,52.92312,182.2
28028,Wanlip,Soar,-1.10926,52.69244,480.0
28029,Kingston Hall,Kingston Brook,-1.25463,52.84447,57.0
28030,Onebarrow,Black Brook,-1.31107,52.74952,8.4
28031,Ilam,Manifold,-1.79289,53.05356,148.5
28032,Church Warsop,Meden,-1.16542,53.20615,63.0
28033,Hollinsclough,Dove,-1.90685,53.19851,8.0
28035,Triumph Road Nottingham,Leen,-1.18334,52.94819,111.0
28036,Twyford Bridge,Poulter,-0.95202,53.26963,128.2
28037,Mytham Bridge,Derwent,-1.68385,53.33557,203.0
28038,Hulme End,Manifold,-1.84302,53.13256,46.0
28039,Calthorpe Park,Rea,-1.89737,52.46029,74.0
28040,Stoke-On-Trent,Trent,-2.16289,53.01722,53.2
28041,Waterhouses,Hamps,-1.87779,53.04864,35.13
28043,Chatsworth,Derwent,-1.61124,53.21167,335.0
28044,Cuckney,Poulter,-1.1455,53.23657,32.2
28045,Bothamsall / Haughton,Meden/Maun,-0.98079,53.25145,262.6
28046,Izaak Walton,Dove,-1.78198,53.05605,83.0
28047,Blyth,Oldcotes Dyke,-1.07737,53.38123,85.2
28048,Wingfield Park,Amber,-1.44126,53.06393,139.0
28049,Worksop,Ryton,-1.1382,53.30924,77.0
28050,Auckley,Torne,-1.02782,53.50372,135.53
28052,Great Bridgeford,Sow,-2.17439,52.8402,163.0
28053,Penkridge,Penk,-2.11707,52.72748,272.0
28055,Duffield,Ecclesbourne,-1.52555,52.99814,50.4
28056,Rothley,Rothley Brook,-1.14218,52.70374,94.0
28058,Ashbourne,Henmore Brook,-1.74017,53.013,37.7
28059,Mansfield STW,Maun,-1.18197,53.15502,28.8
28060,Lowdham,Dover Beck,-1.02803,53.02487,69.0
28061,Basford Bridge,Churnet,-2.02781,53.06497,139.0
28066,Coleshill,Cole,-1.73387,52.48386,130.0
28067,Church Wilne,Derwent,-1.3457,52.88051,1177.5
28068,Pickering Wood,Lathkill,-1.64401,53.18558,89.7
28070,Burbage,Burbage Brook,-1.61266,53.3199,9.1
28072,Southwell,Greet,-0.93428,53.07791,46.2
28074,Kegworth,Soar,-1.27177,52.83154,1292.0
