gauge_id,station_name,river,latitude,longitude,altitude,area,country,source
appelzak.2kmuitdekust,"Appelzak, 2 km uit de kust","Appelzak, 2 km uit de kust",51.385216,3.350962,,,Netherlands,Rijkswaterstaat WaterWebservices
appelzak.4kmuitdekust,"Appelzak, 4 km uit de kust","Appelzak, 4 km uit de kust",51.397999,3.329852,,,Netherlands,Rijkswaterstaat WaterWebservices
arcen,Arcen,Arcen,51.473238,6.178836,,,Netherlands,Rijkswaterstaat WaterWebservices
archem.benedenregge,"Archem, Beneden Regge","Archem, Beneden Regge",52.468781,6.451574,,,Netherlands,Rijkswaterstaat WaterWebservices
archem.linderbeek,"Archem, Linderbeek",km 0.1,52.469438,6.45343,,,Netherlands,Rijkswaterstaat WaterWebservices
arnemuiden.oranjeplaat,Arnemuiden Oranjeplaat,Arnemuiden Oranjeplaat,51.51661,3.70014,,,Netherlands,Rijkswaterstaat WaterWebservices
arnhem.nederrijn,"Arnhem, Nederrijn","Arnhem, Nederrijn",51.975408,5.912023,,,Netherlands,Rijkswaterstaat WaterWebservices
baarland.badstrand,"Baarland, badstrand","Baarland, badstrand",51.394415,3.898086,,,Netherlands,Rijkswaterstaat WaterWebservices
badstrandburen.ameland,"Badstrand Buren, Ameland","Badstrand Buren, Ameland",53.463349,5.809289,,,Netherlands,Rijkswaterstaat WaterWebservices
badstrandhoorn.terschelling,"Badstrand Hoorn, Terschelling","Badstrand Hoorn, Terschelling",53.416362,5.342075,,,Netherlands,Rijkswaterstaat WaterWebservices
badstrandprinsbernhardweg.schiermonnikoog,"Badstrand Prins Bernhardweg, Schiermonnikoog","Badstrand Prins Bernhardweg, Schiermonnikoog",53.503886,6.190084,,,Netherlands,Rijkswaterstaat WaterWebservices
bath.badstrand,"Bath, badstrand","Bath, badstrand",51.400328,4.210825,,,Netherlands,Rijkswaterstaat WaterWebservices
bath.boei68,"Bath, boei 68","Bath, boei 68",51.390355,4.206915,,,Netherlands,Rijkswaterstaat WaterWebservices
bath.boei71,"Bath, boei 71","Bath, boei 71",51.38368,4.165426,,,Netherlands,Rijkswaterstaat WaterWebservices
bathsespuikanaal.zuid,"Bathse Spuikanaal, zuid","Bathse Spuikanaal, zuid",51.402104,4.235643,,,Netherlands,Rijkswaterstaat WaterWebservices
bazeldijk,Bazeldijk,kilometer 14.5,51.900515,4.995334,,,Netherlands,Rijkswaterstaat WaterWebservices
beekendonk.biezenloop,"Beek en Donk, Biezenloop",AA06,51.559923,5.606078,,,Netherlands,Rijkswaterstaat WaterWebservices
beekendonk.sluis6.beneden,"Beek en donk, sluis 6, beneden","Beek en donk, sluis 6, beneden",51.538,5.633,,,Netherlands,Rijkswaterstaat WaterWebservices
beekendonk.sluis6.boven,"Beek en donk, sluis 6, boven","Beek en donk, sluis 6, boven",51.5369,5.6343,,,Netherlands,Rijkswaterstaat WaterWebservices
beekendonk.sluis6.inlaat,"Beek en Donk, Sluis 6, inlaat",Spuien,51.539903,5.630658,,,Netherlands,Rijkswaterstaat WaterWebservices
beekendonk.sluis6.kolk,Beek En Donk Sluis6 kolk,Beek En Donk Sluis6 kolk,51.53989386,5.63065851,,,Netherlands,Rijkswaterstaat WaterWebservices
beekendonk.sluis6.schuiflinks,Beek En Donk Sluis6 schuiflinks,Beek En Donk Sluis6 schuiflinks,51.53989386,5.63065851,,,Netherlands,Rijkswaterstaat WaterWebservices
beekendonk.sluis6.schuifrechts,Beek En Donk Sluis6 schuifrechts,Beek En Donk Sluis6 schuifrechts,51.53989386,5.63065851,,,Netherlands,Rijkswaterstaat WaterWebservices
beekendonk.sluis6.uitlaat,"Beek en Donk, Sluis 6, uitlaat",NettobalansUIT,51.539894,5.630658,,,Netherlands,Rijkswaterstaat WaterWebservices
beerenplaat.loswal,"Beerenplaat, loswal","Beerenplaat, loswal",51.832075,4.397555,,,Netherlands,Rijkswaterstaat WaterWebservices
beerkanaal,Beerkanaal,Beerkanaal,51.971117,4.097315,,,Netherlands,Rijkswaterstaat WaterWebservices
beerkanaal.midden,"Beerkanaal, midden","Beerkanaal, midden",51.975455,4.090393,,,Netherlands,Rijkswaterstaat WaterWebservices
belfeld.boven,"Belfeld, boven","Belfeld, boven",51.3189,6.1123,,,Netherlands,Rijkswaterstaat WaterWebservices
bemmelsewaard,Bemmelse waard,Bemmelse waard,51.881669,5.8996,,,Netherlands,Rijkswaterstaat WaterWebservices
benedenleeuwen,Beneden Leeuwen,Beneden Leeuwen,51.887902,5.499341,,,Netherlands,Rijkswaterstaat WaterWebservices
beneluxhaven,Beneluxhaven,Beneluxhaven,51.943169,4.127935,,,Netherlands,Rijkswaterstaat WaterWebservices
bergenaanzee,Bergen aan Zee,Bergen aan Zee,52.660979,4.626005,,,Netherlands,Rijkswaterstaat WaterWebservices
bergenopzoom,Bergen op Zoom,Bergen op Zoom,51.473894,4.243875,,,Netherlands,Rijkswaterstaat WaterWebservices
bergenopzoom.noord,"Bergen op Zoom, noord","Bergen op Zoom, noord",51.506522,4.249998,,,Netherlands,Rijkswaterstaat WaterWebservices
bergsediepsluis.noord,"Bergse Diepsluis, noord",badstrand,51.5124,4.173062,,,Netherlands,Rijkswaterstaat WaterWebservices
bergstoep.lek,"Bergstoep, Lek","Bergstoep, Lek",51.9157822,4.7754326,,,Netherlands,Rijkswaterstaat WaterWebservices
berlicum.schijndelseloop,Berlicum Schijndelseloop,Berlicum Schijndelseloop,51.65749,5.40411,,,Netherlands,Rijkswaterstaat WaterWebservices
berlicum.schijndelseloop.twoud,"Berlicum, Schijndelseloop, het Woud",AA03,51.657492,5.40411,,,Netherlands,Rijkswaterstaat WaterWebservices
beugen,Beugen,Beugen,51.666955,5.962359,,,Netherlands,Rijkswaterstaat WaterWebservices
beukers.boven,"Beukers, boven","Beukers, boven",52.663514,6.101702,,,Netherlands,Rijkswaterstaat WaterWebservices
biddinghuizen.ellerstrand,"Biddinghuizen, Ellerstrand","Biddinghuizen, Ellerstrand",52.423421,5.769785,,,Netherlands,Rijkswaterstaat WaterWebservices
biddinghuizen.flevostrand,"Biddinghuizen, Flevostrand","Biddinghuizen, Flevostrand",52.387439,5.637301,,,Netherlands,Rijkswaterstaat WaterWebservices
biddinghuizen.harderstrand,"Biddinghuizen, Harderstrand","Biddinghuizen, Harderstrand",52.38859,5.636926,,,Netherlands,Rijkswaterstaat WaterWebservices
biddingweg,Biddingweg,Lage Vaart,52.51577,5.633226,,,Netherlands,Rijkswaterstaat WaterWebservices
bijland.jachthaven,"Bijland, jachthaven","recreatieplas, kilometer 863.600",51.861827,6.0942,,,Netherlands,Rijkswaterstaat WaterWebservices
bijsselsebeek.monding,"Bijsselsebeek, monding","Bijsselsebeek, monding",52.393624,5.729759,,,Netherlands,Rijkswaterstaat WaterWebservices
binnenschaar,Binnen Schaar,Binnen Schaar,51.648777,3.732153,,,Netherlands,Rijkswaterstaat WaterWebservices
binnenschelde,Binnenschelde,Binnenschelde,51.493506,4.251907,,,Netherlands,Rijkswaterstaat WaterWebservices
binnenspuikanaal.1,"Binnenspuikanaal, 1","Binnenspuikanaal, 1",52.469946,4.608883,,,Netherlands,Rijkswaterstaat WaterWebservices
bisonbaai.midden,"Bisonbaai, midden",recreatieplas,51.867381,5.928766,,,Netherlands,Rijkswaterstaat WaterWebservices
blaarthem,Blaarthem,Afwateringskanaal Eindhoven,51.422066,5.445859,,,Netherlands,Rijkswaterstaat WaterWebservices
blaarthem.dommel,"Blaarthem, Dommel","Blaarthem, Dommel",51.421797,5.445428,,,Netherlands,Rijkswaterstaat WaterWebservices
blaarthem.gender,"Blaarthem, Gender","Blaarthem, Gender",51.422875,5.445961,,,Netherlands,Rijkswaterstaat WaterWebservices
blaricum.strandvoorland,"Blaricum, strand Voorland","Blaricum, strand Voorland",52.297694,5.29721,,,Netherlands,Rijkswaterstaat WaterWebservices
blauweslenk.oost,"Blauwe Slenk, oost","Blauwe Slenk, oost",53.224558,5.277907,,,Netherlands,Rijkswaterstaat WaterWebservices
blauweslenk.west,"Blauwe Slenk, west","Blauwe Slenk, west",53.230575,5.201819,,,Netherlands,Rijkswaterstaat WaterWebservices
bleekersvallei,Bleekersvallei,Bleekersvallei,53.069571,4.725084,,,Netherlands,Rijkswaterstaat WaterWebservices
bloemendaalaanzee,Bloemendaal aan Zee,Bloemendaal aan Zee,52.402473,4.543016,,,Netherlands,Rijkswaterstaat WaterWebservices
bochtvanstjacob,Bocht van St Jacob,Bocht van St Jacob,51.684824,4.122738,,,Netherlands,Rijkswaterstaat WaterWebservices
bochtvanwatum,Bocht van Watum,Bocht van Watum,53.334933,6.94394,,,Netherlands,Rijkswaterstaat WaterWebservices
bochtvanwatum.midden.oost,"Bocht van Watum, midden, oost","Bocht van Watum, midden, oost",53.349279,6.911343,,,Netherlands,Rijkswaterstaat WaterWebservices
bochtvanwatum.midden.west,"Bocht van Watum, midden, west","Bocht van Watum, midden, west",53.373636,6.904016,,,Netherlands,Rijkswaterstaat WaterWebservices
bochtvanwatum.noord,"Bocht van Watum, noord","Bocht van Watum, noord",53.404581,6.894281,,,Netherlands,Rijkswaterstaat WaterWebservices
bochtvanwatum.zuid,"Bocht van Watum, zuid","Bocht van Watum, zuid",53.33036,6.958336,,,Netherlands,Rijkswaterstaat WaterWebservices
boerenplaat.badstrand,"Boerenplaat, badstrand","Boerenplaat, badstrand",51.731722,4.719154,,,Netherlands,Rijkswaterstaat WaterWebservices
bommenede,Bommenede,Grevelingen boei G22,51.738709,3.974298,,,Netherlands,Rijkswaterstaat WaterWebservices
bommenede.boeigb2,"Bommenede, boei GB2","Bommenede, boei GB2",51.733914,3.976195,,,Netherlands,Rijkswaterstaat WaterWebservices
boomkensdiep,Boomkensdiep,Boomkensdiep,53.378964,5.167224,,,Netherlands,Rijkswaterstaat WaterWebservices
boontjes,Boontjes,Boontjes,53.084869,5.33721,,,Netherlands,Rijkswaterstaat WaterWebservices
borgharen.beneden,"Borgharen, beneden","Borgharen, beneden",50.869845,5.6973,,,Netherlands,Rijkswaterstaat WaterWebservices
borgharen.boven,"Borgharen, boven","Borgharen, boven",50.868048,5.696862,,,Netherlands,Rijkswaterstaat WaterWebservices
borgsweer.verbindingskanaal,Borgsweer stuw,Borgsweer stuw,53.297252,6.99886,,,Netherlands,Rijkswaterstaat WaterWebservices
born,Born,Born,51.037169,5.799222,,,Netherlands,Rijkswaterstaat WaterWebservices
borndiep,Borndiep,Borndiep,53.439163,5.601635,,,Netherlands,Rijkswaterstaat WaterWebservices
bornrif,Bornrif,Bornrif,53.499272,5.52203,,,Netherlands,Rijkswaterstaat WaterWebservices
borssele,Borssele,Borssele,51.410924,3.735446,,,Netherlands,Rijkswaterstaat WaterWebservices
borssele.alpha,"Borssele, Alpha",platform,51.699917,3.056694,,,Netherlands,Rijkswaterstaat WaterWebservices
borssele.badstrand,"Borssele, badstrand","Borssele, badstrand",51.427267,3.715151,,,Netherlands,Rijkswaterstaat WaterWebservices
borssele.noordnol,"Borssele, Noordnol","Borssele, Noordnol",51.425532,3.707018,,,Netherlands,Rijkswaterstaat WaterWebservices
borsselealpha,Borssele Windpark Alpha platform,Borssele Windpark Alpha platform,51.699921,3.056707,,,Netherlands,Rijkswaterstaat WaterWebservices
boschgat,Boschgat,Boschgat,53.420822,5.551757,,,Netherlands,Rijkswaterstaat WaterWebservices
boschgat.west,"Boschgat, west","Boschgat, west",53.403357,5.503729,,,Netherlands,Rijkswaterstaat WaterWebservices
boschnaad.oost,"Boschnaad, oost","Boschnaad, oost",53.497972,6.523227,,,Netherlands,Rijkswaterstaat WaterWebservices
boschwad,Boschwad,Boschwad,53.485894,6.510975,,,Netherlands,Rijkswaterstaat WaterWebservices
bosscherveld.overlaat,"Bosscherveld, overlaat","Bosscherveld, overlaat",50.869424,5.686217,,,Netherlands,Rijkswaterstaat WaterWebservices
botlek.geulhaven,Botlek Geulhaven,Radarpost 10,51.891814,4.312531,,,Netherlands,Rijkswaterstaat WaterWebservices
bovenleeuwen,Boven Leeuwen,Boven Leeuwen,51.899393,5.579717,,,Netherlands,Rijkswaterstaat WaterWebservices
bovenrijnkm857p900.rechteroever,"Bovenrijn km. 857.900, Rechter oever","Bovenrijn km. 857.900, Rechter oever",51.843996,6.163651,,,Netherlands,Rijkswaterstaat WaterWebservices
bovensluis,Bovensluis,Bovensluis,51.692464,4.493381,,,Netherlands,Rijkswaterstaat WaterWebservices
boxmeer,Boxmeer,Boxmeer,51.647154,5.967598,,,Netherlands,Rijkswaterstaat WaterWebservices
braakman.havenbuitenzijdebadstrand,"Braakman, haven buitenzijde badstrand","Braakman, haven buitenzijde badstrand",51.348929,3.731802,,,Netherlands,Rijkswaterstaat WaterWebservices
brakel,Brakel,Andelse Maas,51.826764,5.104336,,,Netherlands,Rijkswaterstaat WaterWebservices
breda,Breda,Breda,51.59401,4.77129,,,Netherlands,Rijkswaterstaat WaterWebservices
breehorn,Breehorn,Breehorn,52.951149,4.967626,,,Netherlands,Rijkswaterstaat WaterWebservices
breesem.boei1,"Breesem, boei 1","Breesem, boei 1",53.116288,5.043694,,,Netherlands,Rijkswaterstaat WaterWebservices
breezanddijk,Breezanddijk,Breezanddijk,53.009694,5.160195,,,Netherlands,Rijkswaterstaat WaterWebservices
breezanddijk.binnen,"Breezanddijk, binnen","Breezanddijk, binnen",53.016721,5.207797,,,Netherlands,Rijkswaterstaat WaterWebservices
breezanddijk.buiten,"Breezanddijk, buiten","Breezanddijk, buiten",53.020671,5.205247,,,Netherlands,Rijkswaterstaat WaterWebservices
breskens,Breskens,Breskens,51.399117,3.564552,,,Netherlands,Rijkswaterstaat WaterWebservices
breskens.badstrand,"Breskens, badstrand","Breskens, badstrand",51.40051,3.567371,,,Netherlands,Rijkswaterstaat WaterWebservices
breskens.fortfrederikhendrik,"Breskens, Fort Frederik Hendrik","Breskens, Fort Frederik Hendrik",51.406038,3.536431,,,Netherlands,Rijkswaterstaat WaterWebservices
breskens.handelshaven,"Breskens, Handelshaven","Breskens, Handelshaven",51.396709,3.565798,,,Netherlands,Rijkswaterstaat WaterWebservices
breskens.nieuwesluis.badstrand,"Breskens, Nieuwesluis, badstrand","Breskens, Nieuwesluis, badstrand",51.404029,3.500878,,,Netherlands,Rijkswaterstaat WaterWebservices
breskens.veerhaven,"Breskens, Veerhaven","Breskens, Veerhaven",51.403661,3.550427,,,Netherlands,Rijkswaterstaat WaterWebservices
brielle,Brielle,Brielle,51.907356,4.178396,,,Netherlands,Rijkswaterstaat WaterWebservices
brielsegat,Brielse Gat,Brielse Gat,51.927536,4.065604,,,Netherlands,Rijkswaterstaat WaterWebservices
brienenoord,Brienenoord,kilometer 996.5,51.899898,4.525587,,,Netherlands,Rijkswaterstaat WaterWebservices
broekerhaven.recreatiepark,"Broekerhaven, recreatiepark","Broekerhaven, recreatiepark",52.686781,5.256973,,,Netherlands,Rijkswaterstaat WaterWebservices
brouwersdam.binnen,"Brouwersdam, binnen","Brouwersdam, binnen",51.749311,3.827074,,,Netherlands,Rijkswaterstaat WaterWebservices
brouwersdam.brouwershavensegat.2,Brouwersdam Brouwershavense Gat 2,Brouwersdam Brouwershavense Gat 2,51.766527,3.621747,,,Netherlands,Rijkswaterstaat WaterWebservices
brouwersdam.brouwershavensegat.8,Brouwersdam Brouwershavense Gat 8,Brouwersdam Brouwershavense Gat 8,51.74644,3.81472,,,Netherlands,Rijkswaterstaat WaterWebservices
brouwersdam.buiten,"Brouwersdam, buiten","Brouwersdam, buiten",51.748829,3.824628,,,Netherlands,Rijkswaterstaat WaterWebservices
brouwersdam.kabbelaarsbank,"Brouwersdam, Kabbelaarsbank","Brouwersdam, Kabbelaarsbank",51.763016,3.843696,,,Netherlands,Rijkswaterstaat WaterWebservices
brouwersdam.spui.binnen.schuif6,Brouwersdam spuisluis binnen schuif6,Brouwersdam spuisluis binnen schuif6,51.748217,3.827374,,,Netherlands,Rijkswaterstaat WaterWebservices
brouwersdam.spui.buiten.schuif2,Brouwersdam spuisluis buiten schuif2,Brouwersdam spuisluis buiten schuif2,51.748584,3.82584,,,Netherlands,Rijkswaterstaat WaterWebservices
brouwershaven,Brouwershaven,Brouwershaven,51.738431,3.903034,,,Netherlands,Rijkswaterstaat WaterWebservices
brouwershavensche.gat.08,Brouwershavensche Gat 08,Brouwershavensche Gat 08,51.75075645,3.811483912,,,Netherlands,Rijkswaterstaat WaterWebservices
brouwershavenschegat.5,"Brouwershavensche Gat, 05","Brouwershavensche Gat, 05",51.824634,3.763258,,,Netherlands,Rijkswaterstaat WaterWebservices
bruggennepboven,Brug Gennep boven,Brug Gennep boven,51.681876,5.964359,,,Netherlands,Rijkswaterstaat WaterWebservices
bruinisse,Bruinisse,Zijpe,51.655121,4.102756,,,Netherlands,Rijkswaterstaat WaterWebservices
bruinisse.binnen,"Bruinisse, binnen","Bruinisse, binnen",51.667246,4.093594,,,Netherlands,Rijkswaterstaat WaterWebservices
bruinisse.krammersluis.krammerput,Bruinisse Krammersluis krammerput,Bruinisse Krammersluis krammerput,51.666489,4.186255,,,Netherlands,Rijkswaterstaat WaterWebservices
bruinisse.krammersluis.laagbekken,Bruinisse Krammersluis laagbekken,Bruinisse Krammersluis laagbekken,51.658109,4.160037,,,Netherlands,Rijkswaterstaat WaterWebservices
bruinisse.krammersluis.oosterschelde.1,"Bruinisse Krammersluis sluis, Oosterschelde","Bruinisse Krammersluis sluis, Oosterschelde",51.661389,4.155639,,,Netherlands,Rijkswaterstaat WaterWebservices
bruinisse.krammersluis.oosterschelde.2,"Bruinisse Krammersluis, Oosterschelde",vh west,51.65922,4.14228,,,Netherlands,Rijkswaterstaat WaterWebservices
bruinisse.krammersluis.oosterscheldezijde,Krammersluis Oosterscheldezijde,Krammersluis Oosterscheldezijde,51.661389,4.155639,,,Netherlands,Rijkswaterstaat WaterWebservices
bruinisse.krammersluis.volkeraknoord,Bruinisse Krammersluis Volkerak Noord,Bruinisse Krammersluis Volkerak Noord,51.661806,4.16253,,,Netherlands,Rijkswaterstaat WaterWebservices
bruinisse.krammersluis.volkerakzijdenoord,Krammersluis volkerakzijde noord,Krammersluis volkerakzijde noord,51.661806,4.16253,,,Netherlands,Rijkswaterstaat WaterWebservices
bruinisse.krammersluis.volkerakzijdezuid,Krammersluis volkerakzijde zuid,Krammersluis volkerakzijde zuid,51.661332,4.162606,,,Netherlands,Rijkswaterstaat WaterWebservices
